Nº,Desc. nacionalidade,A/S curricular aluno,Sexo (M/F),Desc. tipos aluno,Cód. curso,Nome curso,Área Científica,Empregabilidade,Ano lectivo ingresso,Candidatos - Formade Ingresso 1.º ano 1.ª vez,Nota de Ingresso,Ano Nascimento,Idade neste ano letivo,Ano conclusão habilitação anterior,Classificação habilitação anterior,Desc. habilitação anterior,Desc. regime frequência,Bolsa DGES,Concelho,Km Distância ISEC Lisboa - Concelho Morada Indicada pelo estudante,Desc. habilitação literária mãe,Desc. habilitação literária pai,Desc. profissão mãe,Desc. profissão pai,Desc. situação profissional mãe,Desc. situação profissional pai,Desc. situação profissional (aluno),Desc. grupo profissional (aluno),ECTS (aprovados),ECTS (inscrito),% de ECTS feitos face inscritos,Média UC Realizadas,Diplomou-se até 2022 (Curso),Diplomou-se até 2022 (Data),Abandono?
20210038,Portuguesa,1,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,12.00,1996,25,2011,NA,9º ano de esco(antigo 5º ano liceal/ensino técni.),Pós-Laboral (horário não vinculativo),Não,Elvas,212.00,12.º ano de escolaridade,12.º ano de escolaridade,"Técnicos de nível intermédio, das áreas financeira, administrativa e dos negócios",Vendedores,Trabalha no negócio de familia,Trabalha por conta de outrém,"Aluno, estudante",Desconhecido/não sabe,34,60,57%,14.18,Não,Não,Não renovou
20210067,Portuguesa,1,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,14.45,1984,37,2020,11,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Loures,10.10,Sabe ler sem possuir o 4.º ano de escolaridade,Sabe ler sem possuir o 4.º ano de escolaridade,Não Responde,Não Responde,Domestica/o,Trabalha por conta de outrém,Trabalha por conta de outrém,Outro pessoal de apoio de tipo administrativo,60,60,100%,14.47,Não,Não,renovou no ano seguinte
20210094,Angolana,1,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,13.00,1997,24,2016,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Barreiro,44.70,12.º ano de escolaridade,Licenciatura,Não Responde,Não Responde,Trabalha no negócio de familia,Reformado/a,"Aluno, estudante",Trabalhadores de limpeza,40,60,67%,12.38,Não,Não,renovou no ano seguinte
20210135,Portuguesa,1,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,17.00,1978,43,1996,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,12.º ano de escolaridade,9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Reformado/a,Reformado/a,Trabalha por conta própria - independente (sem empregados),"Técnicos de nível intermédio dos serviços jurídicos, sociais, desportivos, culturais e similares",55,60,92%,15.78,Não,Não,renovou no ano seguinte
20210151,Guineense,1,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,10.50,1994,27,2016,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Odivelas,7.40,4.º ano de escolaridade (antiga 4.ª classe),Bacharelato,Outra situação,Outra situação,Desconhecida /Não Tem,Outra Situação,"Aluno, estudante",Desconhecido/não sabe,8,60,13%,10.00,Não,Não,Não renovou
20210159,Portuguesa,1,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,13.95,1967,54,2018,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Setúbal,54.70,Curso de Especialização Tecnológica,9º ano de esco(antigo 5º ano liceal/ensino técni.),Outra situação,Outra situação,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Especialistas das Profissões Intelectuais e Científicas,8,60,13%,20.00,Não,Não,Não renovou
20210417,Portuguesa,1,F,Trabalhador Estudante,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),15.30,2001,20,2021,15,Titulares de diploma de CTeSP,Pós-Laboral (horário não vinculativo),Não,Torres Vedras,45.30,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),Bacharelato,Outra situação,"Agricultores e trabalhadores qualificados da agricultura e produção animal, orientados para o mercado",Domestica/o,Trabalha por conta própria - (como empregador),Trabalha por conta própria - independente (sem empregados),Pessoal Administrativo e Similares,30,60,50%,14.37,Não,Não,Não renovou
20210434,Portuguesa,1,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,19.00,1978,43,2000,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Reformado/a,Reformado/a,Trabalha por conta de outrém,Outro pessoal de apoio de tipo administrativo,31,31,100%,14.97,Não,Não,renovou no ano seguinte
20210474,Portuguesa,1,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],11.16,2002,19,2021,11,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Desconhecido/não sabe,60,60,100%,13.88,Não,Não,renovou no ano seguinte
20210485,Portuguesa,1,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,12.92,1995,26,2009,NA,9º ano de esco(antigo 5º ano liceal/ensino técni.),Pós-Laboral (horário não vinculativo),Não,Palmela,46.90,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),6º ano de escol.(antigo 2ºano lic./ciclo prepara.),Assistentes na preparação de refeições,Vendedores,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalhadores não Qualificados,60,60,100%,16.75,Não,Não,renovou no ano seguinte
20210489,Guineense,1,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,10.15,1988,33,2014,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Barreiro,44.70,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,0,60,0%,0.00,Não,Não,Não renovou
20210503,Portuguesa,1,F,Trabalhador Estudante,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],11.20,1997,24,2019,11,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Cascais,35.30,12.º ano de escolaridade,12.º ano de escolaridade,Não Responde,Não Responde,Desempregado/a,Trabalha por conta de outrém,Trabalha por conta de outrém,Vendedores,51,60,85%,13.16,Não,Não,renovou no ano seguinte
20210491,Angolana,1,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,14.00,1999,22,2017,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Angola,NA,Ensino médio,Ensino médio,Professores,Não disponível,Reformado/a,Trabalha por conta própria - independente (sem empregados),Desempregado/a,Desconhecido/não sabe,0,30,0%,0.00,Não,Não,Não renovou
20200815,Portuguesa,1,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,16.60,1997,24,2016,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Desconhecido,Desconhecido,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,62,62,100%,14.11,Não,Não,renovou no ano seguinte
20210530,Angolana,1,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,14.00,1999,22,2016,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Amadora,8.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Assistentes na preparação de refeições,20,60,33%,14.80,Não,Não,Não renovou
20210673,Angolana,1,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],13.10,2002,19,2021,12,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",32,60,53%,14.63,Não,Não,Não renovou
20210508,Guineense,1,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,10.00,1988,33,2015,15,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Brasil,NA,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Trabalhadores de limpeza,0,60,0%,0.00,Não,Não,Não renovou
20160588,Portuguesa,1,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,18.75,1960,61,1997,NA,9º ano de esco(antigo 5º ano liceal/ensino técni.),Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Desconhecida /Não Tem,Não Responde,16,57,28%,15.88,Não,Não,Não renovou
20210667,Portuguesa,1,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,17.90,1982,39,1996,NA,9º ano de esco(antigo 5º ano liceal/ensino técni.),Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Desempregado/a,"Representantes do poder legislativo e de órgãos executivos, dirigentes, diretores e gestores executivos",51,60,85%,16.82,Não,Não,renovou no ano seguinte
20200838,Portuguesa,1,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,14.30,1987,34,2007,12,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Cascais,35.30,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),"Empregados de escritório, secretários em geral e operadores de processamento de dados","Trabalhadores qualificados da metalurgia, metalomecânica e similares",Trabalha no negócio de familia,Trabalha no negócio de familia,Trabalha por conta de outrém,"Empregados de escritório, secretários em geral e operadores de processamento de dados",41,45,91%,14.00,Não,Não,renovou no ano seguinte
20200142,Portuguesa,2,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,16.00,1997,24,2018,18.3,Curso de Especialização Tecnológica,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Bacharelato,Licenciatura,Outro pessoal de apoio de tipo administrativo,Outra situação,Trabalha por conta de outrém,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,60,60,100%,17.45,Não,Não,renovou no ano seguinte
20190527,Angolana,2,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,12.92,1997,24,2018,12,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,12.º ano de escolaridade,12.º ano de escolaridade,Outra situação,Outra situação,Desconhecida /Não Tem,Desconhecida /Não Tem,Desempregado/a,Vendedores,89,89,100%,14.36,Não,Não,renovou no ano seguinte
20200664,Angolana,2,F,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,10.60,1998,23,2015,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Mestrado,Não Responde,Não Responde,Não Responde,Outra Situação,Serviço Militar,"Aluno, estudante",Outra situação,60,60,100%,12.67,Não,Não,renovou no ano seguinte
20200520,Guineense,2,M,Normal,8181,Gestão Autárquica,345 – Gestão e Administração,97.80%,202122,H - Licenciatura - Acesso para maiores de 23,12.60,1997,24,2016,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Amadora,8.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,63,72,88%,11.95,Não,Não,renovou no ano seguinte
20210031,Portuguesa,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),15.10,2000,21,2019,16,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Sesimbra,42.20,Outro grau,12.º ano de escolaridade,Não Responde,Não Responde,Trabalha por conta própria - independente (sem empregados),Trabalha por conta de outrém,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,60,60,100%,15.63,Não,Não,renovou no ano seguinte
20210059,Portuguesa,1,M,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,H - Licenciatura - Acesso para maiores de 23,16.80,1993,28,2014,14,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Tavira,307.00,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),6º ano de escol.(antigo 2ºano lic./ciclo prepara.),Outra situação,Outra situação,Trabalha por conta própria - (como empregador),Trabalha por conta própria - (como empregador),Trabalha por conta de outrém,"Operadores de dados, de contabilidade, estatística, de serviços financeiros e relacionados com o registo",56,56,100%,15.84,Não,Não,renovou no ano seguinte
20200105,Portuguesa,1,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,H - Licenciatura - Acesso para maiores de 23,14.55,1997,24,2020,12,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Lisboa,0.00,Licenciatura,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Vendedores,31,42,74%,13.13,Não,Não,renovou no ano seguinte
20210108,Portuguesa,1,F,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,H - Licenciatura - Acesso para maiores de 23,15.80,1997,24,2016,13,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Lisboa,0.00,12.º ano de escolaridade,12.º ano de escolaridade,"Empregados de escritório, secretários em geral e operadores de processamento de dados",Outro pessoal das Forças Armadas,Trabalha por conta de outrém,Reformado/a,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,54,60,90%,13.70,Não,Não,renovou no ano seguinte
20210093,Portuguesa,1,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),13.60,2002,19,2020,15,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Loures,10.10,4.º ano de escolaridade (antiga 4.ª classe),Outra,"Agricultores e trabalhadores qualificados da agricultura e produção animal, orientados para o mercado","Agricultores e trabalhadores qualificados da agricultura e produção animal, orientados para o mercado",Trabalha no negócio de familia,Trabalha no negócio de familia,Trabalha no negócio de familia,"Agricultores e trabalhadores qualificados da agricultura, da pesca e da floresta",60,60,100%,15.18,Não,Não,Não renovou
20210109,Portuguesa,1,F,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,H - Licenciatura - Acesso para maiores de 23,17.27,1982,39,2006,13,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Rio Maior,99.40,12.º ano de escolaridade,Ensino médio,Assistentes na preparação de refeições,"Trabalhadores não qualificados da indústria extrativa, construção, indústria transformadora e transportes",Desconhecida /Não Tem,Outra Situação,Trabalha por conta própria - independente (sem empregados),Desconhecido/não sabe,34,34,100%,12.97,Gestão Hoteleira,202122,Não renovou porque já se diplomou
20210165,Portuguesa,1,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],13.15,2001,20,2021,14,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Mafra,35.00,Licenciatura,Outra,Não Responde,Não Responde,Desempregado/a,Reformado/a,"Aluno, estudante",Desconhecido/não sabe,60,60,100%,13.35,Não,Não,renovou no ano seguinte
20210443,Portuguesa,1,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],13.10,2001,20,2021,13,12.º ano de escolaridade,Diurno (horário não vinculativo),sim,Portimão,280.00,Mestrado,12.º ano de escolaridade,Outro pessoal de apoio de tipo administrativo,Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Outro pessoal de apoio de tipo administrativo,60,60,100%,14.45,Não,Não,renovou no ano seguinte
20210220,Portuguesa,1,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],12.61,2003,18,2021,13,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Alenquer,45.10,Licenciatura,12.º ano de escolaridade,Não Responde,Não Responde,Trabalha por conta de outrém,Desempregado/a,"Aluno, estudante",Desconhecido/não sabe,60,60,100%,14.58,Não,Não,renovou no ano seguinte
20210318,Portuguesa,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),15.20,2001,20,2021,17,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Lisboa,0.00,11.º ano de escolaridade,11.º ano de escolaridade,"Empregados de escritório, secretários em geral e operadores de processamento de dados",Outra situação,Desempregado/a,Outra Situação,"Aluno, estudante",Outra situação,60,60,100%,15.02,Não,Não,renovou no ano seguinte
20210292,Portuguesa,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),15.40,2003,18,2021,16,12.º ano de escolaridade,Diurno (horário não vinculativo),sim,Sintra,32.10,12.º ano de escolaridade,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),Não Responde,Não Responde,Trabalha por conta própria - independente (sem empregados),Trabalha por conta de outrém,"Aluno, estudante",Desconhecido/não sabe,60,60,100%,13.48,Não,Não,renovou no ano seguinte
20210360,Portuguesa,1,F,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,L - Licenciatura - Titulares de diploma de especialização tecnológica - CET + Prova de Ingresso Interna,17.70,1996,25,2021,17,Curso de Especialização Tecnológica,Diurno (horário não vinculativo),Não,Reguengos Monsar.,174.00,12.º ano de escolaridade,12.º ano de escolaridade,"Agricultores, criadores de animais, pescadores, caçadores e coletores, de subsistência","Agricultores, criadores de animais, pescadores, caçadores e coletores, de subsistência",Desconhecida /Não Tem,Trabalha por conta de outrém,Trabalha por conta de outrém,Pessoal Administrativo e Similares,22,42,52%,12.32,Não,Não,Não renovou
20170249,Angolana,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,H - Licenciatura - Acesso para maiores de 23,14.77,1996,25,2017,13,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Desconhecido/não sabe,25,54,46%,12.00,Não,Não,Não renovou
20210324,Angolana,1,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,13.00,1996,25,2015,NA,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Angola,NA,Bacharelato,Especialista,"Técnicos de nível intermédio dos serviços jurídicos, sociais, desportivos, culturais e similares",Oficiais das Forças Armadas,Trabalha por conta de outrém,Serviço Militar,"Aluno, estudante",Desconhecido/não sabe,0,60,0%,0.00,Não,Não,Não renovou
20210409,Portuguesa,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),14.60,2003,18,2021,16,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Sintra,32.10,Licenciatura,12.º ano de escolaridade,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Desconhecido/não sabe,60,60,100%,14.77,Não,Não,renovou no ano seguinte
20210413,Angolana,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,13.00,2002,19,2019,NA,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Odivelas,7.40,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Desconhecida /Não Tem,Desconhecido/não sabe,0,60,0%,0.00,Não,Não,Não renovou
20210356,Portuguesa,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),14.30,2003,18,2021,15,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Barreiro,44.70,Licenciatura,Licenciatura 1.º Ciclo,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Desconhecido/não sabe,54,60,90%,12.59,Não,Não,renovou no ano seguinte
20210470,Portuguesa,1,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],12.06,2003,18,2021,12,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Sintra,32.10,Curso de Especialização Tecnológica,12.º ano de escolaridade,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Outro pessoal de apoio de tipo administrativo,5,60,8%,14.00,Não,Não,renovou no ano seguinte
20190513,Portuguesa,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,16.05,2000,21,2021,15,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Alenquer,45.10,Ensino médio,Ensino médio,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Desconhecido/não sabe,50,50,100%,13.92,Não,Não,renovou no ano seguinte
20200679,Portuguesa,1,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],11.49,2002,19,2020,12,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,56,66,85%,12.39,Não,Não,renovou no ano seguinte
20210553,Portuguesa,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],14.85,2001,20,2018,15,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Palmela,46.90,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Vendedores,60,60,100%,13.83,Não,Não,renovou no ano seguinte
20210529,Portuguesa,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,H - Licenciatura - Acesso para maiores de 23,15.45,1997,24,2015,13,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Lisboa,0.00,12.º ano de escolaridade,12.º ano de escolaridade,Outra situação,Outra situação,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Outra situação,0,60,0%,0.00,Não,Não,Não renovou
20210195,Portuguesa,1,F,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],15.64,2000,21,2018,18,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Alenquer,45.10,12.º ano de escolaridade,11.º ano de escolaridade,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Vendedores,60,60,100%,15.65,Não,Não,renovou no ano seguinte
20210660,Portuguesa,1,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],13.80,2002,19,2021,15,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Mafra,35.00,4.º ano de escolaridade (antiga 4.ª classe),9º ano de esco(antigo 5º ano liceal/ensino técni.),Assistentes na preparação de refeições,Outra situação,Trabalha por conta de outrém,Trabalha por conta própria - (como empregador),"Aluno, estudante",Outra situação,55,60,92%,13.45,Não,Não,renovou no ano seguinte
20210638,Portuguesa,1,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],11.90,2001,20,2019,12,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Sintra,32.10,Licenciatura,Licenciatura,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta própria - independente (sem empregados),"Aluno, estudante",Desconhecido/não sabe,54,60,90%,13.78,Não,Não,renovou no ano seguinte
20150095,Portuguesa,1,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,H - Licenciatura - Acesso para maiores de 23,15.27,1993,28,2012,12,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Lisboa,0.00,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),Outra situação,Outra situação,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,44,44,100%,13.11,Não,Não,renovou no ano seguinte
20200505,Portuguesa,2,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,K - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP de outro estabelecimento,16.05,2000,21,2021,15,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Almada,16.50,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,62,62,100%,14.08,Não,Não,renovou no ano seguinte
